exercise,x_joint_1,y_joint_1,x_joint_2,y_joint_2,x_joint_3,y_joint_3
1,644.0,484.5,507.5,485.5,511.0,621.5
1,644.0,484.5,502.5,486.0,500.0,621.0
1,643.5,484.5,499.0,501.0,497.5,621.0
1,643.5,484.5,496.5,504.0,501.5,623.5
1,643.0,485.0,500.0,499.0,503.0,625.5
1,643.0,485.5,500.0,501.5,514.0,627.0
1,643.0,485.5,500.0,502.0,520.0,625.5
1,643.0,485.5,499.0,492.0,518.0,625.5
1,643.0,485.5,499.0,499.0,515.5,626.5
1,643.0,486.0,492.5,504.0,501.5,627.0
1,643.5,486.0,493.5,505.5,503.0,631.5
1,643.5,486.0,495.0,506.0,504.5,630.5
1,644.0,486.0,495.5,506.0,505.0,630.5
1,644.0,486.0,493.5,508.5,498.5,634.0
1,644.0,485.5,497.5,512.0,498.0,633.0
1,643.5,485.5,496.0,511.0,498.5,631.0
1,643.5,485.5,494.5,512.0,500.0,633.0
1,644.0,486.0,495.0,511.5,509.0,634.0
1,644.0,486.0,497.0,511.5,522.5,633.5
1,643.5,486.0,499.5,511.0,527.5,630.5
1,644.0,485.5,502.5,510.5,522.0,622.5
1,644.0,485.0,503.0,510.0,520.5,620.5
1,644.0,484.5,502.5,510.0,515.0,621.5
1,644.0,485.0,499.0,510.0,502.5,628.0
1,644.5,485.0,497.0,512.5,511.5,641.5
1,644.5,485.5,497.0,513.0,511.0,645.0
1,646.0,485.5,498.5,512.0,517.5,641.0
1,645.5,485.0,504.0,511.0,520.5,639.5
1,645.5,484.0,507.0,507.5,520.0,639.0
1,646.0,483.0,504.5,507.0,518.0,635.5
1,646.0,483.0,506.5,499.5,523.5,631.0
1,646.0,482.5,504.5,498.5,522.0,630.5
1,646.0,482.5,500.0,502.0,523.5,630.0
1,646.0,482.5,500.0,503.5,522.0,630.0
1,646.0,482.5,495.0,507.0,515.0,634.0
1,646.5,482.0,493.5,508.0,516.0,634.0
1,646.5,482.0,492.5,508.5,513.5,635.0
1,646.5,481.5,492.0,508.5,512.0,635.0
1,646.0,481.5,492.5,508.5,506.5,635.0
1,646.5,481.5,494.0,499.5,508.0,633.5
1,646.5,480.5,493.5,501.0,508.5,631.5
1,646.0,480.0,494.0,497.5,508.5,631.5
1,646.0,479.5,494.0,498.0,506.0,632.5
1,646.5,479.0,498.0,498.0,520.0,629.0
1,647.0,479.0,498.5,498.0,521.5,629.0
1,646.5,479.0,500.0,499.0,526.5,629.0
1,646.5,479.0,500.0,498.5,525.5,629.0
1,646.5,479.0,499.0,498.5,523.5,628.5
1,646.0,479.0,495.0,498.5,521.0,629.0
1,646.5,479.0,491.5,505.0,516.0,631.5
1,646.5,479.0,490.0,507.0,515.5,633.0
1,646.5,479.0,488.0,509.0,514.0,635.5
1,646.0,479.5,489.0,508.5,514.0,635.0
1,645.5,479.5,489.0,508.0,515.0,634.0
1,645.5,479.5,491.5,500.5,515.5,632.0
1,645.0,479.5,489.5,505.0,518.0,628.0
1,645.0,480.0,488.0,506.5,517.5,628.5
1,644.5,480.0,488.0,507.5,517.5,628.5
1,645.0,480.0,488.0,508.0,514.0,627.0
1,645.0,480.0,488.0,508.5,513.5,627.5
1,644.5,480.0,487.5,508.5,513.0,626.5
1,645.0,479.5,488.0,508.5,511.5,625.5
1,644.5,479.5,487.5,508.5,508.5,625.0
1,644.5,479.5,486.0,509.5,506.5,643.5
1,644.0,479.5,485.5,509.5,506.0,643.0
1,643.5,479.0,485.5,510.0,504.5,647.0
1,643.5,478.5,487.0,510.0,503.5,642.0
1,643.0,478.0,488.0,501.5,504.0,632.0
1,643.0,477.5,491.0,493.5,504.5,621.5
1,642.5,477.5,491.0,494.0,504.5,623.5
1,643.0,477.5,492.5,496.5,504.5,627.5
1,643.0,477.5,493.5,497.5,504.0,630.0
1,643.5,477.5,494.0,506.0,503.0,639.5
1,644.5,478.0,494.5,507.5,500.5,638.0
1,645.0,478.0,495.0,499.5,496.5,625.0
1,646.5,478.5,496.0,496.5,496.0,620.0
1,646.5,479.0,496.0,496.0,495.5,617.5
1,646.5,479.5,497.0,494.5,496.5,616.0
1,646.0,480.5,497.5,494.0,497.0,615.0
1,646.0,480.0,498.5,494.5,498.0,617.5
1,646.0,480.0,501.0,493.5,498.5,618.5
1,645.5,480.0,501.0,490.5,498.5,618.5
1,646.0,479.0,507.0,491.5,500.5,609.0
1,646.0,478.5,510.0,492.0,501.0,610.0
1,644.5,478.0,507.5,496.5,501.0,613.0
1,644.0,478.5,506.0,497.0,499.5,614.5
1,643.0,478.0,505.0,500.0,503.0,622.5
1,643.5,477.5,501.0,498.0,506.5,628.5
1,643.5,478.0,497.5,498.0,507.5,634.0
1,646.0,478.5,497.5,503.5,509.0,638.5
1,646.5,479.5,495.5,506.0,514.0,639.5
1,648.0,481.0,495.0,505.0,514.0,639.5
1,650.0,482.5,494.0,505.0,517.0,636.0
1,653.0,483.5,493.0,504.5,524.0,636.5
1,653.5,485.0,491.0,506.5,520.5,641.5
1,653.5,485.5,490.0,507.0,519.0,644.0
1,654.0,485.5,489.0,507.5,522.5,644.5
1,654.5,486.0,489.5,507.0,542.5,632.0
1,655.5,486.5,493.0,499.0,535.0,627.0
1,656.0,486.5,498.5,497.0,532.0,628.0
1,656.0,486.5,500.5,495.5,535.0,627.5
1,656.5,486.5,501.5,494.0,538.0,624.0
1,656.5,486.0,501.5,495.0,528.0,627.5
1,655.5,485.0,500.5,493.5,528.5,624.5
1,654.0,484.5,497.5,494.0,526.0,623.5
1,653.5,485.0,497.5,494.5,526.5,620.5
1,653.0,485.5,495.5,494.5,525.5,618.5
1,651.5,485.0,492.0,492.5,518.5,616.0
1,651.0,484.5,487.0,488.5,504.0,614.5
1,651.0,484.5,487.5,489.0,509.0,614.0
1,650.0,484.0,484.5,488.5,508.0,615.5
1,650.0,483.0,484.5,488.5,509.5,616.5
1,649.5,482.5,483.0,488.5,511.5,618.5
1,650.0,481.5,483.0,489.5,509.0,618.5
1,650.5,480.5,484.5,488.0,499.5,615.0
1,650.0,480.0,485.0,488.5,499.0,616.5
1,650.0,480.0,482.5,488.5,498.0,616.5
1,650.0,480.0,481.5,488.5,498.0,615.0
1,649.0,480.0,481.5,489.0,498.0,615.5
1,647.5,480.0,480.5,488.0,499.5,614.0
1,647.0,480.0,480.0,490.0,520.5,614.0
1,647.0,479.5,481.5,491.5,526.5,613.5
1,647.5,479.5,482.0,492.5,526.5,613.5
1,647.5,479.5,482.5,493.0,528.0,613.5
1,647.5,479.5,482.5,494.0,526.5,614.5
1,647.0,479.5,481.5,494.0,525.0,615.5
1,647.0,479.0,482.0,493.5,514.5,615.5
1,647.0,479.0,482.5,493.0,514.5,616.0
1,647.0,479.0,483.0,493.0,514.5,616.0
1,647.0,478.5,483.0,492.5,510.0,617.0
1,647.0,478.5,483.0,492.5,510.5,617.5
1,647.0,478.5,482.5,493.0,516.5,618.5
1,647.0,478.5,484.5,494.0,528.5,617.5
1,647.0,478.5,484.5,494.5,527.0,618.0
1,647.0,477.5,485.0,494.5,525.0,618.5
1,647.0,478.0,483.0,494.5,519.5,623.5
1,647.5,478.0,482.5,504.0,517.5,627.5
1,647.5,478.0,482.5,506.0,518.5,627.0
1,647.5,478.5,482.5,506.0,518.0,626.5
1,648.0,478.5,482.5,506.5,521.0,626.0
1,648.0,477.5,483.0,498.5,511.0,628.5
1,648.0,477.5,483.5,495.5,512.5,627.5
1,649.0,477.5,483.5,493.0,512.5,626.0
1,649.5,477.5,483.5,492.5,512.5,625.5
1,650.5,479.0,484.0,493.0,513.5,623.0
1,650.5,479.5,485.0,490.5,512.0,618.5
1,650.5,479.5,485.5,490.0,511.5,617.5
1,652.0,481.0,492.5,492.5,523.5,617.5
1,651.0,481.5,493.5,494.0,528.0,618.0
1,650.5,482.5,491.5,493.5,527.5,624.0
1,650.0,483.5,492.5,495.0,525.5,633.0
1,650.5,484.0,495.0,495.0,524.0,635.5
1,651.5,486.0,495.5,496.0,524.5,635.5
1,652.5,487.0,495.0,498.5,524.0,639.0
1,652.5,487.0,492.0,498.0,522.5,639.0
1,652.0,486.5,491.0,499.0,521.5,636.5
1,648.5,484.0,498.0,501.5,515.5,633.0
1,645.5,480.5,498.5,495.5,504.5,624.0
1,645.0,479.5,503.0,492.0,508.0,622.5
1,643.0,478.5,502.5,488.0,500.0,609.5
1,642.5,479.0,502.0,490.5,499.5,613.5
1,641.5,479.5,501.5,490.5,497.0,616.5
1,641.5,478.5,501.0,491.0,498.5,618.0
1,643.0,477.0,493.0,504.0,503.0,632.5
1,644.0,476.5,492.0,499.0,504.5,631.0
1,643.0,476.5,492.5,502.5,510.0,634.0
1,644.0,477.0,493.5,497.0,512.5,632.5
1,644.0,475.5,496.0,491.0,513.5,627.5
1,643.5,475.5,505.5,490.5,516.0,626.0
1,644.5,476.5,509.0,491.0,520.5,624.0
1,645.5,477.0,510.0,490.5,520.5,620.0
1,648.0,477.5,510.5,490.0,518.5,611.0
1,647.5,477.5,508.5,490.0,518.5,610.5
1,647.0,477.5,507.0,490.0,518.0,608.0
1,647.5,478.0,505.5,490.0,517.5,611.0
1,647.0,478.0,503.0,491.0,517.5,613.5
1,646.5,478.5,501.0,491.5,516.5,615.0
1,646.5,479.0,492.0,505.0,512.0,627.0
1,646.5,479.0,490.5,507.5,511.5,630.0
1,646.5,480.5,489.5,508.0,511.5,633.0
1,646.0,480.5,490.0,508.5,511.5,634.0
1,646.0,481.0,493.5,502.5,514.0,633.0
1,646.0,481.0,494.0,502.5,512.0,639.5
1,646.0,481.0,496.5,500.5,513.5,638.0
1,645.5,480.5,500.0,499.5,514.0,638.0
1,645.0,481.0,501.0,499.0,514.0,639.0
1,645.0,481.0,500.5,499.0,511.5,641.5
1,645.0,481.0,500.0,496.0,511.0,640.0
1,645.0,481.0,500.0,493.5,514.5,637.0
1,645.0,481.5,500.0,492.5,516.0,635.0
1,644.0,481.5,502.5,491.5,520.0,631.0
1,644.5,481.5,504.0,491.5,525.0,628.0
1,645.0,481.5,505.0,491.5,527.5,628.0
1,645.5,482.0,505.0,492.0,532.5,625.5
1,646.5,482.5,504.5,492.5,534.0,625.0
1,647.0,482.5,504.0,494.0,534.5,625.5
1,647.5,483.5,503.5,495.5,535.0,626.0
1,648.5,483.5,494.5,504.0,536.5,625.0
1,649.0,483.5,492.5,506.0,534.5,625.0
1,649.5,483.5,494.5,502.5,534.0,625.0
1,649.5,483.5,490.0,508.5,539.0,623.0
1,649.0,483.0,488.5,510.5,543.0,620.5
1,648.5,483.0,489.0,511.0,542.5,621.5
1,648.0,483.0,490.5,509.5,542.0,621.0
1,648.5,482.5,491.0,509.0,541.5,620.5
1,648.5,482.0,499.5,496.5,541.0,620.5
1,648.5,482.0,500.5,491.0,539.5,620.5
1,649.0,482.0,500.5,492.5,542.0,618.5
1,648.5,482.0,497.5,502.5,546.5,616.5
1,648.5,482.0,496.5,506.0,550.0,616.0
1,648.5,482.0,502.5,499.5,548.5,616.5
1,648.5,482.0,499.0,505.0,548.0,616.5
1,648.5,482.0,502.5,498.0,547.5,618.0
1,648.5,482.0,504.0,496.5,549.0,618.0
1,648.5,482.0,505.5,493.5,548.5,619.5
1,648.0,482.0,505.0,494.0,548.5,619.5
1,648.0,481.5,506.5,493.0,549.5,618.5
1,648.0,481.5,510.5,491.5,549.5,618.0
1,647.5,481.0,510.0,491.5,544.5,623.5
1,646.5,481.0,508.5,491.0,541.0,624.0
1,646.0,481.0,508.0,490.0,541.0,623.5
1,646.0,480.5,505.0,490.0,540.5,622.5
1,645.5,480.5,508.5,490.0,541.0,623.0
1,646.5,480.5,508.5,490.0,539.0,624.0
1,646.5,480.5,508.0,491.5,537.5,625.5
1,646.5,481.0,496.0,504.0,537.0,625.5
1,646.5,481.0,493.0,507.0,533.5,627.0
1,646.0,481.0,490.0,509.5,524.5,633.0
1,646.0,481.5,488.0,510.5,511.5,637.0
1,647.5,481.5,491.5,509.0,518.0,635.5
1,647.5,482.0,492.0,510.5,511.0,638.5
1,647.5,482.0,492.5,509.0,513.5,637.5
1,647.0,482.5,491.0,509.0,510.5,636.5
1,647.0,482.0,490.0,508.5,504.0,635.5
1,647.0,482.0,490.0,509.5,501.5,639.0
1,646.5,482.0,489.0,511.0,505.5,640.0
1,646.5,482.0,487.0,511.0,508.0,639.5
1,647.0,482.0,487.5,511.0,516.0,637.5
1,647.5,482.0,489.5,511.0,513.5,634.5
1,648.0,482.5,493.0,500.5,509.0,633.0
1,647.5,482.5,492.0,498.5,513.5,633.0
1,647.0,482.5,493.0,496.5,517.5,632.5
1,647.0,482.5,494.0,495.0,518.5,632.5
1,647.0,482.5,494.5,495.0,519.5,632.5
1,647.0,482.5,492.5,504.5,522.5,632.5
1,647.5,483.0,494.5,499.0,522.5,632.0
1,647.0,483.0,495.0,502.5,522.5,629.0
1,647.5,483.0,495.5,504.0,523.0,627.5
1,648.0,483.5,496.5,505.0,526.0,627.0
1,649.0,483.5,501.5,496.0,527.5,627.0
1,648.5,484.5,501.5,494.5,528.0,627.0
1,648.5,484.5,502.5,494.0,530.5,627.0
1,648.5,484.5,502.5,493.5,530.5,627.5
1,648.5,484.5,503.5,493.5,532.0,627.5
1,648.0,485.0,504.5,493.0,534.0,627.5
1,648.5,485.0,505.5,493.0,536.0,628.0
1,648.5,485.0,505.5,493.0,538.0,626.5
1,648.0,485.0,507.0,493.0,539.5,625.5
1,647.5,484.5,507.0,492.5,541.5,625.5
1,647.0,484.0,506.5,492.5,542.5,623.5
1,647.0,484.0,506.0,491.5,541.5,622.5
1,647.0,484.0,498.0,501.0,541.5,623.0
1,647.0,484.5,496.5,504.0,539.0,623.0
1,647.5,484.5,497.0,499.0,532.5,624.0
1,647.0,484.0,508.0,498.0,537.5,623.0
1,647.0,484.5,510.5,497.0,538.5,623.5
1,647.0,485.0,511.5,496.5,540.0,623.0
1,647.0,485.0,510.0,495.5,535.5,624.0
1,647.5,485.0,509.0,494.5,535.5,624.5
1,646.5,485.0,508.5,493.5,533.5,623.0
1,646.0,485.0,502.0,501.5,535.0,622.5
1,645.0,485.0,498.0,504.0,535.0,622.0
1,645.0,485.0,498.5,504.5,539.5,621.0
1,644.5,485.5,499.5,505.0,539.5,620.5
1,644.5,485.5,497.5,505.0,540.5,618.0
1,644.0,485.5,497.0,505.5,535.0,617.0
1,644.0,486.0,497.0,505.5,533.5,616.0
1,644.5,486.0,497.0,505.5,536.0,615.5
1,644.5,486.0,496.0,505.5,536.0,618.5
1,643.0,486.5,490.5,505.5,526.5,619.5
1,642.0,486.5,488.5,505.0,523.5,620.5
1,641.5,486.5,490.0,505.0,525.5,622.5
1,641.5,487.0,489.0,505.5,519.5,625.5
1,640.5,486.0,487.5,505.5,515.5,625.5
1,641.0,486.5,488.0,506.0,519.0,627.0
1,641.0,486.5,487.0,506.0,521.0,626.5
1,641.0,486.0,487.0,506.0,512.0,630.5
1,641.0,485.5,488.0,506.0,515.0,629.0
1,641.5,485.5,489.5,506.5,511.5,629.0
1,641.5,485.0,489.0,506.0,507.5,629.5
1,640.0,485.5,486.0,507.5,507.5,630.0
1,640.0,485.5,487.0,507.0,510.5,629.5
1,640.5,485.5,492.5,505.0,511.0,627.5
1,641.0,485.5,498.0,489.0,510.5,624.5
1,641.5,485.0,496.5,496.5,501.5,623.5
1,642.0,485.5,493.0,501.0,485.5,624.0
1,642.0,485.5,492.0,503.5,498.5,628.0
1,642.0,485.5,492.0,505.0,500.0,624.0
1,643.5,486.0,499.5,493.5,498.0,624.0
1,643.5,485.5,499.0,497.0,510.5,624.0
1,643.5,485.5,497.5,501.5,494.5,625.5
1,644.0,485.0,497.0,504.0,498.0,625.5
1,644.0,484.5,495.0,504.5,499.5,628.0
1,644.0,484.0,494.5,505.0,509.5,627.5
1,643.5,485.0,494.5,508.5,519.0,629.5
1,643.5,485.0,498.0,508.0,523.0,629.5
1,644.5,484.0,500.0,507.5,520.5,629.0
1,644.5,484.0,500.0,508.5,515.0,639.0
1,645.5,483.0,497.0,511.0,509.0,644.5
1,647.5,483.5,501.5,510.5,517.5,643.5
1,647.5,483.5,499.5,512.0,522.5,643.0
1,647.0,483.5,499.5,512.0,523.5,641.5
1,647.5,483.5,498.0,511.5,518.5,643.0
1,647.5,483.5,497.0,511.0,513.5,641.0
1,648.5,483.5,504.0,500.5,513.5,637.5
1,648.0,483.0,504.5,498.0,513.5,634.0
1,648.5,482.5,503.5,502.5,515.0,635.0
1,649.0,482.0,499.5,505.0,515.5,636.0
1,648.5,482.0,498.0,505.5,518.5,634.5
1,648.5,481.5,497.0,506.0,520.5,632.5
1,648.5,481.5,497.5,502.0,517.5,633.5
1,647.5,481.0,496.5,503.5,518.5,633.0
1,647.0,481.0,498.0,500.0,524.0,629.5
1,647.5,481.0,498.5,500.0,528.5,629.5
1,647.5,480.5,501.0,500.5,530.5,628.5
1,647.0,480.5,500.5,500.5,531.5,628.5
1,647.0,480.5,500.0,502.5,530.0,629.5
1,647.5,480.5,500.0,503.0,534.0,628.5
1,647.5,480.0,500.0,503.0,535.0,629.0
1,648.0,479.0,499.5,503.5,537.0,628.0
1,647.0,478.0,490.5,508.5,536.0,627.5
1,645.5,478.0,488.0,510.0,532.0,628.5
1,645.0,478.0,487.0,510.5,530.5,628.0
1,644.5,478.0,487.5,510.5,528.5,626.5
1,644.5,477.5,485.0,510.5,526.5,626.5
1,644.5,477.5,481.5,511.5,522.5,628.0
1,644.5,477.5,483.0,511.0,522.5,628.0
