exercise,x_joint_1,y_joint_1,x_joint_2,y_joint_2,x_joint_3,y_joint_3
1,553.5,448.0,439.0,458.5,372.0,544.5
1,553.5,448.0,439.0,458.5,374.0,545.5
1,553.5,448.5,439.0,458.5,374.0,546.5
1,553.5,448.5,439.0,458.5,374.0,547.0
1,553.5,448.0,438.5,458.5,375.0,548.0
1,553.5,448.0,443.0,457.5,375.0,548.0
1,553.0,448.0,443.5,457.0,375.0,539.5
1,553.0,448.5,443.5,457.5,376.5,542.0
1,553.5,449.5,442.0,458.5,377.0,544.5
1,553.0,450.0,442.5,460.0,378.5,555.0
1,553.5,450.0,441.0,460.0,381.0,555.0
1,553.5,450.5,443.5,460.0,385.0,554.0
1,553.5,450.0,447.0,459.5,394.0,555.0
1,554.0,450.5,447.0,456.5,394.0,553.5
1,554.0,450.5,446.5,455.5,394.5,553.5
1,554.5,451.0,446.0,455.5,390.0,554.0
1,554.5,451.0,441.5,455.5,389.0,557.0
1,555.0,452.0,440.5,456.0,389.5,560.5
1,555.0,451.5,440.5,456.5,393.0,561.5
1,554.5,451.0,440.0,457.5,394.5,566.0
1,555.0,451.5,440.0,458.5,398.5,569.0
1,555.0,451.0,439.5,458.5,399.5,571.5
1,554.5,451.0,438.5,459.0,400.5,572.5
1,554.5,451.0,438.5,459.5,402.5,573.5
1,553.5,451.0,438.0,459.5,403.0,574.0
1,554.0,450.5,438.0,460.0,404.0,574.5
1,554.0,451.5,438.0,459.5,405.5,574.5
1,554.5,452.0,437.5,458.5,406.0,573.5
1,554.0,452.0,437.5,457.5,406.5,573.0
1,554.0,452.0,437.5,457.0,406.5,570.5
1,554.5,452.0,440.5,455.5,407.5,569.5
1,554.5,452.0,442.0,454.0,408.5,567.5
1,554.5,452.0,443.5,453.5,410.5,567.0
1,554.5,452.0,441.5,454.5,417.0,560.0
1,554.5,452.0,440.0,454.5,420.5,556.0
1,554.5,452.5,440.0,454.5,425.0,554.0
1,554.5,452.5,439.0,454.5,423.0,556.0
1,554.5,452.5,439.0,453.0,427.5,554.0
1,554.5,452.5,449.5,444.5,438.0,548.0
1,555.0,452.5,450.5,443.0,439.0,547.5
1,555.0,452.5,442.0,449.0,438.5,550.5
1,555.0,452.5,446.5,444.5,439.5,548.0
1,555.5,452.5,447.5,443.5,441.5,546.0
1,555.5,453.0,449.0,444.0,444.5,545.5
1,555.5,453.0,449.0,444.5,446.0,545.0
1,555.5,453.0,449.0,444.0,444.0,545.0
1,555.5,453.0,448.5,444.0,443.0,545.5
1,555.5,453.0,439.5,452.5,430.0,554.5
1,555.0,452.0,438.0,455.0,426.5,554.5
1,554.5,451.5,439.0,454.0,427.5,554.0
1,554.5,451.0,442.5,453.0,424.0,559.0
1,554.0,451.0,442.5,455.5,413.5,570.5
1,554.0,450.5,443.5,458.0,411.5,572.5
1,554.5,451.0,443.5,458.5,409.5,573.0
1,554.0,451.5,444.0,458.5,411.0,570.5
1,554.5,451.5,441.5,459.5,407.5,573.5
1,554.5,451.5,441.0,458.5,405.5,573.0
1,554.5,451.5,441.0,459.0,406.5,571.5
1,555.0,451.5,440.5,459.5,404.0,572.5
1,555.0,451.5,440.5,459.5,401.5,571.0
1,555.0,451.0,440.5,459.5,398.5,569.0
1,554.0,451.0,441.0,460.0,396.0,567.0
1,553.5,450.5,442.0,460.5,394.5,565.0
1,552.5,450.0,445.0,460.5,392.5,563.5
1,552.0,450.0,444.5,459.5,391.5,561.5
1,552.0,450.0,440.0,457.5,382.5,555.5
1,552.0,450.0,438.5,456.5,381.5,552.0
1,552.0,450.0,438.5,456.5,380.5,551.0
1,552.0,450.0,438.5,456.5,379.5,550.0
1,551.5,449.5,437.5,456.0,377.0,548.0
1,551.5,449.5,438.0,456.0,376.0,547.0
1,551.0,449.5,438.0,456.0,375.0,544.5
1,551.0,449.5,440.5,457.5,373.5,543.5
1,551.0,449.5,443.5,458.5,377.0,542.5
1,551.0,449.0,443.5,458.0,378.0,541.0
1,551.5,449.5,444.0,459.0,377.0,540.0
1,551.5,449.5,444.0,459.0,377.0,537.5
1,551.5,449.5,444.0,457.5,371.5,532.0
1,551.5,449.5,443.5,457.5,370.0,536.0
1,551.0,449.5,443.5,460.0,371.5,545.0
1,551.5,449.0,441.0,460.0,372.0,544.5
1,551.5,449.0,438.5,460.0,371.0,542.5
1,551.5,449.0,437.5,459.5,368.0,540.5
1,551.5,449.0,436.5,459.5,354.0,523.0
1,551.5,449.0,436.5,459.0,355.0,521.5
1,551.5,449.0,436.5,458.0,351.0,517.0
1,551.5,448.5,437.0,458.0,352.5,517.5
1,552.0,448.5,436.0,456.0,330.5,494.5
1,552.0,448.5,436.0,455.0,327.5,491.5
1,552.5,448.0,436.0,454.5,332.0,495.5
1,552.5,447.0,435.0,454.5,328.5,490.5
1,552.5,447.0,434.5,454.0,325.0,485.5
1,552.5,447.5,435.0,453.5,325.0,482.5
1,552.5,447.5,434.5,453.0,323.0,480.5
1,552.5,447.5,434.5,452.0,323.5,478.5
1,552.5,447.0,434.0,452.0,323.5,477.5
1,552.5,447.0,433.5,452.0,322.5,476.0
1,552.5,447.0,433.5,451.0,322.5,474.5
1,552.5,447.0,433.5,450.5,323.0,472.0
1,552.5,447.0,434.0,449.5,323.0,469.0
1,552.0,445.5,434.5,449.0,323.0,466.5
1,551.5,445.5,434.5,447.0,323.0,465.5
1,551.5,445.0,434.5,447.0,322.0,464.5
1,551.5,445.0,435.0,447.0,322.0,464.5
1,552.0,444.5,436.0,447.5,322.0,465.0
1,552.0,445.0,436.5,447.0,322.5,465.0
1,552.5,445.0,436.5,447.0,322.5,465.0
1,552.0,445.0,436.5,447.0,323.0,465.0
1,552.5,445.0,436.5,447.5,322.5,465.0
1,552.0,445.0,436.5,447.0,322.0,464.0
1,552.0,445.0,436.5,447.0,321.0,463.0
1,552.0,444.5,436.5,446.5,321.0,462.0
1,552.0,444.5,436.5,447.0,321.5,460.5
1,552.0,444.5,436.5,447.0,321.0,459.5
1,552.0,444.5,436.5,447.5,321.0,459.5
1,551.5,444.5,436.5,447.5,321.0,459.5
1,551.5,445.5,436.5,448.0,321.5,459.0
1,551.5,445.5,436.5,448.5,321.5,459.0
1,552.0,446.0,436.0,448.5,321.0,459.0
1,552.0,446.5,435.5,448.5,320.5,459.0
1,552.5,446.5,435.5,449.0,321.0,465.5
1,552.5,446.5,436.0,449.0,322.0,461.0
1,552.5,446.5,436.0,448.5,322.0,459.5
1,552.5,447.0,436.0,448.0,322.0,458.0
1,552.5,447.0,436.5,448.0,322.5,457.5
1,552.5,447.0,436.5,448.0,322.5,457.5
1,552.5,447.0,436.5,447.5,322.5,457.5
1,552.5,446.5,436.5,448.5,321.5,457.5
1,552.5,446.5,436.0,448.5,321.5,457.5
1,552.5,446.5,436.0,448.5,321.5,457.5
1,552.0,446.5,436.0,449.5,322.0,458.5
1,552.0,446.5,436.0,451.0,322.0,459.0
1,552.0,447.0,436.0,452.0,322.0,461.0
1,552.5,447.5,436.0,453.0,323.0,462.5
1,552.5,447.5,436.5,452.5,323.5,464.0
1,552.5,447.5,436.5,453.0,324.5,465.5
1,552.5,448.0,436.5,454.0,326.0,469.5
1,552.5,448.0,436.5,455.0,327.5,472.0
1,552.5,448.0,436.5,454.5,327.5,474.5
1,552.5,448.0,436.5,456.0,342.5,501.5
1,552.5,448.5,436.5,456.5,341.5,502.0
1,552.0,448.5,436.0,456.0,338.0,498.0
1,552.0,449.0,436.0,456.5,343.0,509.0
1,552.0,449.0,436.0,456.5,342.0,508.0
1,552.0,449.0,436.5,457.0,344.0,512.5
1,552.0,449.0,436.5,454.0,329.0,495.5
1,552.5,448.5,436.0,453.0,327.0,494.0
1,552.5,449.0,436.0,453.5,327.5,494.5
1,553.0,449.0,435.5,453.0,327.0,495.5
1,552.5,449.0,435.0,452.5,327.0,496.0
1,552.5,449.0,434.5,451.0,327.5,495.5
1,552.5,449.5,435.0,451.0,328.5,496.5
1,552.5,449.5,435.0,451.0,334.0,500.0
1,552.5,449.0,436.0,451.0,342.0,507.5
1,552.0,449.0,439.5,453.5,355.5,519.0
1,552.0,449.5,439.0,454.0,359.0,522.5
1,552.5,449.0,440.0,455.0,359.5,524.0
1,553.0,449.0,441.5,456.5,362.0,529.0
1,553.0,449.0,441.0,458.0,366.0,538.5
1,553.0,449.0,439.5,458.5,371.5,545.5
1,553.0,450.0,439.0,459.0,374.0,551.5
1,553.0,450.5,441.0,459.5,372.5,545.5
1,553.5,451.0,441.0,459.0,368.5,540.5
1,553.5,451.5,439.5,456.5,363.5,538.0
1,553.5,451.5,439.5,456.5,364.5,539.5
1,553.5,451.0,437.5,455.5,364.5,541.5
1,553.5,451.0,437.0,455.5,364.5,543.5
1,553.5,451.0,437.0,455.5,371.5,546.0
1,553.5,450.5,438.5,455.5,374.5,547.0
1,554.0,450.0,440.0,455.5,375.5,548.0
1,554.0,449.5,440.0,454.5,376.0,549.0
1,554.5,449.0,440.0,453.5,376.5,549.0
1,554.5,448.5,440.0,454.0,380.5,550.0
1,555.0,448.5,440.5,454.0,382.5,550.5
1,555.0,449.0,441.5,454.0,385.5,552.5
1,554.5,449.5,440.0,453.0,387.5,551.0
1,555.5,450.5,441.0,454.5,389.5,554.5
1,556.0,451.5,441.0,457.5,388.0,560.0
1,556.5,452.0,441.0,459.0,390.0,561.5
1,556.5,452.5,441.0,460.0,392.5,564.5
1,557.0,452.0,441.5,461.0,396.5,567.0
1,556.5,452.0,441.5,462.0,398.5,570.0
1,556.5,451.5,441.0,461.0,401.0,570.0
1,556.0,451.5,440.5,460.5,401.0,571.0
1,556.0,451.5,440.0,461.0,402.5,572.0
1,556.5,451.5,439.5,459.5,403.5,572.0
1,555.5,450.5,440.0,459.0,405.5,573.0
1,555.0,450.5,439.5,457.0,407.0,571.5
1,555.0,451.0,439.5,456.0,409.0,569.5
1,555.5,451.5,438.5,455.0,411.0,567.0
1,556.0,451.5,438.5,454.5,412.0,566.5
1,556.0,452.0,437.5,455.0,414.5,561.0
1,555.5,451.5,436.5,455.0,416.0,559.5
1,555.5,451.5,437.0,454.5,416.5,558.0
1,555.0,451.0,436.0,455.0,416.5,556.5
1,555.0,450.5,436.0,455.0,416.0,558.5
1,555.0,450.5,436.0,455.0,416.0,559.5
1,555.0,450.5,438.0,452.0,416.5,558.5
1,555.0,450.5,438.5,451.0,417.0,558.0
1,555.0,450.5,438.5,452.5,417.0,558.5
1,555.0,450.5,437.5,453.0,418.0,559.0
1,555.0,450.5,437.5,453.5,418.0,560.0
1,554.5,450.5,437.5,454.0,417.5,561.5
1,554.5,450.5,437.0,454.5,418.5,559.5
1,554.5,450.5,437.0,455.0,418.5,559.0
1,555.0,450.5,437.0,455.5,418.0,559.5
1,555.0,450.5,439.0,455.5,415.0,566.5
1,555.5,450.5,438.5,456.0,412.5,570.0
1,555.5,451.0,438.0,457.0,410.5,573.0
1,556.0,451.5,438.5,458.5,408.5,573.5
1,556.5,452.0,438.5,460.0,407.0,575.0
1,556.5,452.0,439.5,460.0,406.0,573.0
1,557.0,452.0,440.0,460.0,405.0,572.5
1,557.5,452.5,440.5,460.0,401.5,570.0
1,557.0,452.5,440.5,460.0,397.5,568.0
1,557.0,452.5,440.0,460.0,394.0,566.0
1,557.0,452.5,440.5,460.0,391.5,564.0
1,556.0,452.5,440.0,460.0,390.5,563.0
1,555.5,452.0,438.5,458.0,384.0,557.5
1,554.5,452.0,437.0,455.5,377.5,549.5
1,554.5,451.5,436.0,455.5,369.5,545.5
1,553.5,451.5,434.0,455.0,364.5,541.5
1,553.5,451.0,435.0,456.0,364.5,538.5
1,552.5,451.0,435.5,455.5,363.0,536.0
1,552.5,451.0,435.5,455.0,363.0,532.0
1,552.5,451.0,435.5,454.5,361.5,530.5
1,552.5,450.0,436.0,453.5,354.0,524.5
1,552.5,450.0,434.5,452.0,348.5,519.5
1,552.0,449.5,435.0,452.0,350.0,519.5
1,552.0,449.5,435.0,452.5,347.0,517.5
1,552.0,449.0,435.0,453.0,335.0,509.5
1,552.0,449.5,434.5,453.5,332.0,505.0
1,552.0,449.5,435.0,454.0,332.0,499.5
1,552.0,449.0,434.0,454.0,330.0,496.5
1,551.5,449.0,434.5,454.5,328.5,495.5
1,551.5,449.0,434.0,455.0,326.5,492.5
1,551.5,449.0,433.0,453.5,324.5,488.5
1,551.5,449.0,433.0,453.5,326.0,487.5
1,551.0,448.5,433.0,453.0,326.0,485.5
1,551.0,448.5,433.5,453.0,324.0,478.5
1,551.0,448.5,434.0,453.0,324.0,475.5
1,551.5,448.0,434.0,453.0,323.0,472.5
1,551.5,448.0,434.5,453.0,322.0,468.5
1,552.0,447.5,434.0,450.0,320.5,466.0
1,552.5,447.5,434.5,449.5,319.5,465.5
1,552.5,447.5,434.0,447.5,319.0,465.5
1,552.5,448.0,434.0,447.5,320.0,468.0
1,552.5,448.0,434.5,447.5,320.5,468.0
1,552.5,448.0,434.5,448.5,321.0,467.5
1,553.0,448.0,435.0,448.5,321.0,467.0
1,553.0,448.0,435.0,448.5,321.0,467.0
1,553.0,448.0,435.0,448.5,321.0,467.0
1,552.5,447.5,435.0,448.0,321.5,467.0
1,552.0,447.5,434.5,447.5,320.5,466.0
1,551.5,446.5,434.5,445.5,320.0,459.0
1,551.5,446.0,434.5,444.5,320.5,457.5
1,552.0,445.5,434.5,444.5,320.5,456.5
1,552.0,445.0,435.0,445.5,320.0,456.0
1,552.0,445.5,435.0,445.5,320.0,457.0
1,552.0,445.5,435.0,445.5,320.0,461.0
1,552.0,445.5,435.5,446.5,320.5,459.5
1,552.0,445.5,436.0,447.0,320.5,458.5
1,552.5,445.5,437.0,448.5,321.5,459.5
1,552.5,445.5,437.0,448.5,322.5,460.0
1,553.0,445.5,437.0,448.0,322.5,460.0
1,553.0,445.5,437.0,448.5,322.5,460.5
1,553.0,445.5,437.0,448.5,322.5,460.5
1,553.0,445.5,437.0,448.5,322.5,461.0
1,553.0,445.5,437.5,449.0,322.5,461.5
1,553.5,446.0,437.5,449.5,323.0,462.5
1,553.5,446.0,437.5,450.0,324.0,463.5
1,553.5,446.0,437.5,451.0,325.0,464.5
1,553.5,446.5,438.0,451.0,325.5,464.5
1,553.5,446.5,437.5,451.0,325.5,471.0
1,553.0,447.0,437.5,452.0,326.0,471.0
1,553.0,447.5,437.5,453.5,328.5,471.5
1,553.0,447.5,437.5,453.5,327.5,471.5
1,553.0,448.0,435.5,452.0,327.0,473.0
1,553.0,448.0,435.5,453.5,327.5,478.0
1,552.5,448.0,436.0,454.5,328.5,480.5
1,552.0,448.0,436.0,454.5,331.0,486.0
1,552.0,448.0,435.5,455.0,330.5,487.5
1,551.0,448.0,435.0,455.0,332.5,491.5
1,551.0,448.0,435.0,455.0,332.0,492.0
1,551.0,448.0,435.0,455.5,336.0,501.0
1,551.0,447.5,435.0,455.5,332.0,496.0
1,551.0,447.0,435.0,455.5,333.0,494.5
1,550.5,446.5,435.0,455.0,333.5,494.5
1,551.0,446.5,435.5,455.5,332.5,495.0
1,551.0,446.0,436.0,455.5,333.0,495.0
1,551.0,446.0,436.5,456.0,352.0,519.0
1,551.0,445.5,436.5,455.5,347.0,510.5
1,551.0,445.5,436.5,455.0,355.5,522.0
1,551.0,445.5,436.5,455.5,367.5,537.0
1,551.0,446.0,436.5,455.5,361.0,527.5
1,551.0,446.0,437.0,457.0,370.0,541.0
1,551.0,446.5,436.5,457.5,372.0,544.0
1,551.5,446.5,438.5,457.5,369.0,540.5
1,551.5,446.5,438.5,458.0,372.5,544.0
1,551.5,447.0,439.5,458.0,373.5,544.5
1,552.0,447.5,440.0,458.0,374.5,545.0
1,552.0,448.0,441.5,460.0,375.0,548.0
1,552.0,448.0,442.0,461.0,377.0,550.0
1,552.0,449.0,442.0,462.5,378.5,554.0
1,552.0,449.0,440.5,462.5,379.0,556.0
1,552.0,449.5,440.5,463.0,379.5,557.0
1,552.0,449.5,440.5,463.5,380.0,558.0
1,552.0,450.0,439.5,462.0,376.0,550.5
1,552.0,449.5,439.0,461.5,373.0,549.5
1,552.0,449.5,439.5,461.5,369.0,548.5
1,552.0,449.5,438.5,460.0,368.5,549.0
1,552.5,449.5,438.5,459.5,369.5,548.0
1,552.5,449.5,440.0,458.5,371.5,550.0
1,552.5,449.0,440.0,456.5,373.5,548.0
1,553.0,449.0,440.5,455.5,376.0,550.0
1,553.0,449.5,440.5,456.0,377.5,551.5
1,554.0,449.5,440.5,456.0,379.5,553.0
1,554.0,449.5,440.5,456.5,382.0,554.0
1,554.0,449.5,441.5,458.5,387.0,558.0
1,554.5,449.0,440.5,459.5,388.5,561.5
1,555.0,450.0,440.5,460.0,389.5,562.5
1,555.0,449.5,440.0,460.0,390.5,564.5
1,555.0,449.5,440.0,460.0,392.5,564.5
1,555.0,450.0,440.0,460.0,396.0,565.5
1,555.5,450.0,440.0,460.0,398.0,567.5
1,555.5,450.0,440.0,460.0,400.5,569.0
1,555.5,449.5,440.0,460.0,400.5,570.0
1,555.5,450.0,439.5,459.5,401.5,570.5
1,555.0,449.5,439.0,459.5,401.5,572.0
1,555.0,449.5,438.0,459.0,402.0,572.5
1,555.0,449.5,438.0,459.0,403.0,573.0
1,554.5,450.0,437.5,459.5,403.5,574.0
1,554.5,451.0,437.0,458.5,404.5,574.0
1,554.5,451.0,438.0,460.0,405.0,573.5
1,554.0,451.0,439.0,460.5,406.5,573.5
1,554.0,451.0,438.0,459.5,406.5,573.0
1,554.0,451.5,439.0,459.5,408.0,572.0
1,554.0,451.0,438.5,459.0,409.0,571.0
1,553.5,450.5,437.0,457.0,409.5,568.5
1,553.5,450.5,436.5,456.0,411.0,568.0
1,553.5,450.0,436.0,455.5,415.0,561.0
1,553.0,450.0,435.5,455.0,419.0,559.5
1,553.0,449.5,435.5,455.5,420.0,558.0
1,553.0,449.5,435.0,455.5,420.5,557.5
1,552.5,449.5,435.0,456.0,421.5,556.0
1,552.5,449.5,435.0,456.0,421.0,558.0
1,552.5,450.0,435.5,456.0,419.5,558.0
1,552.5,450.0,435.5,456.5,416.0,563.5
1,552.5,450.0,437.0,457.0,412.5,568.0
1,552.5,450.0,438.0,458.5,411.0,570.0
1,553.0,450.0,439.0,460.5,409.0,572.0
1,554.5,451.0,439.0,460.5,407.0,572.5
1,554.5,451.0,439.0,459.5,404.5,572.5
1,554.5,451.0,439.5,460.0,403.5,572.0
1,555.0,451.0,440.0,460.0,403.0,570.0
1,555.0,451.5,440.0,461.0,401.0,568.5
1,555.0,452.0,442.5,463.5,398.0,567.5
1,555.0,452.0,442.5,464.5,394.5,566.5
1,554.5,452.0,442.5,462.5,392.0,559.5
1,554.0,451.5,442.5,461.0,387.0,558.0
1,553.0,451.0,441.0,459.5,378.0,552.0
1,552.5,451.0,437.0,457.0,371.0,549.0
1,552.5,450.0,437.0,457.5,367.5,545.0
1,552.5,450.0,436.5,457.0,365.5,540.5
1,552.0,450.0,437.5,458.0,366.5,540.0
1,552.0,450.0,437.5,458.0,367.5,542.5
1,552.0,450.0,437.5,458.0,369.5,543.0
1,552.0,450.0,436.5,456.5,364.5,534.5
1,552.0,449.5,437.0,456.0,364.0,534.0
1,552.0,449.5,436.5,456.0,363.0,532.5
1,551.5,449.5,437.0,456.5,362.0,532.0
1,551.5,448.5,437.0,457.0,371.5,543.5
1,551.5,448.0,437.0,458.5,372.5,545.0
1,551.5,448.0,436.5,458.5,359.0,530.0
1,551.5,447.5,436.5,459.5,363.0,533.5
1,551.5,447.5,436.5,458.0,337.5,504.0
1,551.5,447.5,435.5,456.5,332.5,497.5
1,551.5,447.5,434.5,455.0,330.5,494.5
1,552.0,448.0,434.0,455.5,329.0,493.5
1,551.5,448.0,434.0,455.5,328.0,491.0
1,551.5,448.0,434.0,455.0,327.5,487.0
1,551.5,448.0,434.0,455.0,328.5,485.0
1,552.0,447.5,433.0,453.0,328.0,482.0
1,552.0,447.0,433.0,452.5,327.5,478.5
1,552.0,447.0,433.0,453.0,325.0,475.0
1,552.0,447.0,433.0,451.5,325.0,472.5
1,552.0,447.0,433.0,450.5,323.5,469.5
1,552.5,446.5,433.0,449.5,323.0,466.5
1,552.5,445.5,434.0,449.5,321.5,465.5
1,552.5,445.5,434.0,448.0,319.0,464.0
1,552.5,446.0,434.5,447.0,319.0,463.0
1,552.5,446.0,434.5,446.5,319.5,470.0
1,552.5,446.0,434.5,445.0,318.5,469.0
1,552.5,447.0,434.5,445.5,318.5,468.5
1,552.5,447.0,434.5,446.0,319.0,468.5
1,552.5,447.0,434.5,446.5,319.0,469.0
1,552.5,447.0,434.5,446.5,319.5,469.0
1,552.5,447.0,434.5,446.5,319.5,468.5
1,552.5,447.0,434.5,446.5,319.5,463.5
1,552.5,447.0,435.0,447.0,320.0,462.0
1,552.5,446.5,435.0,446.5,320.5,461.5
1,552.5,446.5,435.0,447.0,322.0,471.0
1,552.5,446.5,435.0,447.5,324.5,476.5
1,552.0,446.5,436.0,448.0,330.5,487.5
1,552.0,446.5,436.0,448.0,328.5,482.0
1,552.0,446.0,436.0,448.0,327.5,481.5
1,552.5,445.5,436.0,448.0,325.0,480.0
1,552.5,445.5,436.5,448.0,323.0,476.0
1,553.0,445.5,436.5,448.0,322.5,475.0
1,553.0,445.5,437.0,448.5,321.5,471.5
1,553.0,445.5,437.0,447.5,321.5,461.0
1,553.0,445.5,437.5,447.5,322.0,459.5
1,553.5,445.5,437.5,447.0,322.5,460.0
